id,round,image_id,caption,question_id,question,answer_id,answer
1331,2,496446,a couple sitting on a wooden bench in front of a field of trees,29555,what color is the girls hair,6722,it's black
1331,3,496446,a couple sitting on a wooden bench in front of a field of trees,11056,what color is the bench,10487,it is brown and grey
1331,4,496446,a couple sitting on a wooden bench in front of a field of trees,39097,is there a lot of trees,30884,"yes, in the distance"
1331,5,496446,a couple sitting on a wooden bench in front of a field of trees,14494,is it sunny or cloudy out,33300,looks to be sunny
1331,6,496446,a couple sitting on a wooden bench in front of a field of trees,17818,is the field tall grass or has it been mowed,32122,mowed
1331,7,496446,a couple sitting on a wooden bench in front of a field of trees,29194,do you see other people,8026,no other people
1331,8,496446,a couple sitting on a wooden bench in front of a field of trees,12976,do the trees have colored leaves,15736,no
1331,9,496446,a couple sitting on a wooden bench in front of a field of trees,14917,is the couple holding hands,24288,i can't tell
1331,10,496446,a couple sitting on a wooden bench in front of a field of trees,32976,is the couple doing anything other than looking at the trees,15736,no
1332,1,506727,a small brown-skinned boy is laying in bed and drinking from a bottle of milk with a cap hat resting on this stomach,44188,is the boy a baby,27623,more like 1 1 2
1332,2,506727,a small brown-skinned boy is laying in bed and drinking from a bottle of milk with a cap hat resting on this stomach,37783,so the milk is in a baby bottle with a nipple,12517,yes it is
1332,3,506727,a small brown-skinned boy is laying in bed and drinking from a bottle of milk with a cap hat resting on this stomach,2318,what is the boy wearing,2454,t shirt
1332,4,506727,a small brown-skinned boy is laying in bed and drinking from a bottle of milk with a cap hat resting on this stomach,23027,what color is the shirt,16017,"yellow, white and orange"
1332,5,506727,a small brown-skinned boy is laying in bed and drinking from a bottle of milk with a cap hat resting on this stomach,13147,does he have much hair,5143,yes he does
1332,6,506727,a small brown-skinned boy is laying in bed and drinking from a bottle of milk with a cap hat resting on this stomach,36847,"is it wild, or combed nicely",8832,combed nicely
1332,7,506727,a small brown-skinned boy is laying in bed and drinking from a bottle of milk with a cap hat resting on this stomach,17777,is he alone in the picture,1320,the bed the cap yes he is alone but looking at camera
1332,8,506727,a small brown-skinned boy is laying in bed and drinking from a bottle of milk with a cap hat resting on this stomach,25334,"is the cap his, or adult sized",7751,adult sized
1332,9,506727,a small brown-skinned boy is laying in bed and drinking from a bottle of milk with a cap hat resting on this stomach,20700,is it a baseball style cap,17104,yes it is baseball cap
1332,10,506727,a small brown-skinned boy is laying in bed and drinking from a bottle of milk with a cap hat resting on this stomach,26948,is there a logo on the cap,15736,no
1333,1,390024,a man helps 3 kids get ready to fly a kite,31421,is the picture in color,14511,y
1333,2,390024,a man helps 3 kids get ready to fly a kite,32857,is the man old or young,7079,he is older
1333,3,390024,a man helps 3 kids get ready to fly a kite,39053,is there a girl,1705,yes there are 2
1333,4,390024,a man helps 3 kids get ready to fly a kite,12601,do they look like toddlers or children,13755,they look like toddlers-3
1333,5,390024,a man helps 3 kids get ready to fly a kite,21935,are they in a park,33061,"probably, a grassy area"
1333,6,390024,a man helps 3 kids get ready to fly a kite,41195,what color is the kite,9227,red with blue strings
1333,7,390024,a man helps 3 kids get ready to fly a kite,4625,are the kids holding the kite,15736,no
1333,8,390024,a man helps 3 kids get ready to fly a kite,16317,is the man holding the kite,18535,he is holding the kite part and the little boy the string
1333,9,390024,a man helps 3 kids get ready to fly a kite,40660,what color is the man's shirt,33816,navy blue
1333,10,390024,a man helps 3 kids get ready to fly a kite,30891,do the kids look excited,23659,they look interested
1334,1,109754,a dog uses its hind paw to scratch itself while sitting on a sidewalk,22128,what color is the dog,8268,brown and white
1334,2,109754,a dog uses its hind paw to scratch itself while sitting on a sidewalk,5039,what kind of dog is it,1612,a collie maybe
1334,3,109754,a dog uses its hind paw to scratch itself while sitting on a sidewalk,13799,are there people around,13468,yes across the street
1334,4,109754,a dog uses its hind paw to scratch itself while sitting on a sidewalk,29422,does it have any spots or stripes,15736,no
1334,5,109754,a dog uses its hind paw to scratch itself while sitting on a sidewalk,16415,is it on a leash,15736,no
1334,6,109754,a dog uses its hind paw to scratch itself while sitting on a sidewalk,35977,is it wearing a collar,15736,no
1334,7,109754,a dog uses its hind paw to scratch itself while sitting on a sidewalk,10925,does it look like a stray,4754,yes
1334,8,109754,a dog uses its hind paw to scratch itself while sitting on a sidewalk,27019,is it in front of a building,10343,no on the sidewalk
1334,9,109754,a dog uses its hind paw to scratch itself while sitting on a sidewalk,27513,is there a lot of traffic near,15736,no
1334,10,109754,a dog uses its hind paw to scratch itself while sitting on a sidewalk,1647,does it look like a small town or city,10345,small town
1335,1,367902,a group of skiers all wearing helmets on a bus,21494,is the group large,32946,there are 5 people
1335,2,367902,a group of skiers all wearing helmets on a bus,39579,are they all males,270,they do not appear to all be males
1335,3,367902,a group of skiers all wearing helmets on a bus,13489,do they look like a skiing team,23658,"no, they look like a family"
1335,4,367902,a group of skiers all wearing helmets on a bus,24723,are there children,29816,"at least one, possibly an older 1 as well"
1335,5,367902,a group of skiers all wearing helmets on a bus,6796,are they smiling in the photo,7273,1 is
1335,6,367902,a group of skiers all wearing helmets on a bus,18176,can you see snow,10244,a bit
1335,7,367902,a group of skiers all wearing helmets on a bus,16509,do they have on matching helmets,12083,"no, they are all different"
1335,8,367902,a group of skiers all wearing helmets on a bus,39889,are they wearing coats,4514,everyone is wearing a coat
1335,9,367902,a group of skiers all wearing helmets on a bus,37838,does it look sunny outside,18561,"a little bit, yes"
1335,10,367902,a group of skiers all wearing helmets on a bus,42429,can you see any hills suitable for skiing,31434,"no, the bus is in a parking lot"
1336,1,77765,a street meter with 1 car on the side of the road,38040,are there any people,15736,no
1336,2,77765,a street meter with 1 car on the side of the road,26700,is it night or day,32253,day
1336,3,77765,a street meter with 1 car on the side of the road,1254,are there vehicles,28790,1 parked across the street from the meter
1336,4,77765,a street meter with 1 car on the side of the road,7185,is the street empty otherwise,4754,yes
1336,5,77765,a street meter with 1 car on the side of the road,3431,do you see any businesses,4886,0
1336,6,77765,a street meter with 1 car on the side of the road,8442,what color is the meter,33263,photo is in black and white
1336,7,77765,a street meter with 1 car on the side of the road,20671,what is the street made out of,8881,concrete
1336,8,77765,a street meter with 1 car on the side of the road,22820,how many lanes,9421,2
1336,9,77765,a street meter with 1 car on the side of the road,12578,is there a sidewalk,4754,yes
1336,10,77765,a street meter with 1 car on the side of the road,34699,is the car old or new,2590,looks new
1337,1,518893,a woman standing with 1 hand on her side and with a toothbrush in her mouth,30435,how old is the woman,17932,"adult, probably 30s"
1337,2,518893,a woman standing with 1 hand on her side and with a toothbrush in her mouth,6957,what color hair,3127,light brown
1337,3,518893,a woman standing with 1 hand on her side and with a toothbrush in her mouth,41547,what color toothbrush,6477,blue
1337,4,518893,a woman standing with 1 hand on her side and with a toothbrush in her mouth,5045,can you see a sink,15736,no
1337,5,518893,a woman standing with 1 hand on her side and with a toothbrush in her mouth,25910,do you see toothpaste,15736,no
1337,6,518893,a woman standing with 1 hand on her side and with a toothbrush in her mouth,24821,what color top is she wearing,33403,white
1337,7,518893,a woman standing with 1 hand on her side and with a toothbrush in her mouth,40953,is there a mirror,4940,"no, she's facing a blank wall"
1337,8,518893,a woman standing with 1 hand on her side and with a toothbrush in her mouth,25124,what color is the wall,8627,yellow
1337,9,518893,a woman standing with 1 hand on her side and with a toothbrush in her mouth,2600,what color pants is she wearing,22867,the image doesn't show
1337,10,518893,a woman standing with 1 hand on her side and with a toothbrush in her mouth,20076,is she alone,4754,yes
1338,1,318423,several travel bags are sitting on a lawn,18280,how many bags are there,20399,about 7
1338,2,318423,several travel bags are sitting on a lawn,29570,can you see any people,15736,no
1338,3,318423,several travel bags are sitting on a lawn,5271,what color are the bags,28045,"green, black, orange, yellow, blue"
1338,4,318423,several travel bags are sitting on a lawn,12777,are the bags closed or open,30173,all closed
1338,5,318423,several travel bags are sitting on a lawn,35052,is there anything else on the lawn,19735,rocks
1338,6,318423,several travel bags are sitting on a lawn,20890,are the rocks part of a lawn feature,4754,yes
1338,7,318423,several travel bags are sitting on a lawn,22244,what time of the day is it,21213,perhaps late afternoon or early morning
1338,8,318423,several travel bags are sitting on a lawn,3002,is the grass on the lawn cut,4754,yes
1338,9,318423,several travel bags are sitting on a lawn,25119,is the grass on the lawn green,28641,yes mostly
1338,10,318423,several travel bags are sitting on a lawn,44506,what color are the rocks,10292,gray mostly
1339,1,353496,"a television remote, sitting on a table, under a lamp, beside a coaster",20806,is there a table,4754,yes
1339,2,353496,"a television remote, sitting on a table, under a lamp, beside a coaster",21463,what color is the table,28855,brown
1339,3,353496,"a television remote, sitting on a table, under a lamp, beside a coaster",7303,is there anything on the table,25419,a coaster
1339,4,353496,"a television remote, sitting on a table, under a lamp, beside a coaster",28885,what color is the coaster,804,"half of it is cut out but from what i can see it looks orange, white and blue"
1339,5,353496,"a television remote, sitting on a table, under a lamp, beside a coaster",41274,is anything on the coaster,20812,not that i can see
1339,6,353496,"a television remote, sitting on a table, under a lamp, beside a coaster",5403,is there a light source,17267,unable to tell
1339,7,353496,"a television remote, sitting on a table, under a lamp, beside a coaster",43683,is there a remote,4754,yes
1339,8,353496,"a television remote, sitting on a table, under a lamp, beside a coaster",42615,can you tell what it belongs to,8868,no because it is blurry
1339,9,353496,"a television remote, sitting on a table, under a lamp, beside a coaster",26015,can you see a tv,15736,no
1339,10,353496,"a television remote, sitting on a table, under a lamp, beside a coaster",520,is the remote on the table,4754,yes
1340,1,261402,a hot dog bun with so many toppings you can't tell if there is a hot dog in there or not,13822,is there a person in the photo,11489,just their hand
1340,2,261402,a hot dog bun with so many toppings you can't tell if there is a hot dog in there or not,29430,can you tell if it is a masculine or feminine hand,30888,"i can't tell,"
1340,3,261402,a hot dog bun with so many toppings you can't tell if there is a hot dog in there or not,22661,can you see any nails in the photo,11102,yes but they are short and unpainted
1340,4,261402,a hot dog bun with so many toppings you can't tell if there is a hot dog in there or not,6473,what kind of toppings are on the hot dog,17159,mustard and ketchup
1340,5,261402,a hot dog bun with so many toppings you can't tell if there is a hot dog in there or not,4301,is there any relish,18981,it doesn't look like it
1340,6,261402,a hot dog bun with so many toppings you can't tell if there is a hot dog in there or not,14696,can you see anything else beyond the hot dog,28211,the ground
1340,7,261402,a hot dog bun with so many toppings you can't tell if there is a hot dog in there or not,22598,is it indoor or outdoor ground,24836,i think outdoor
1340,8,261402,a hot dog bun with so many toppings you can't tell if there is a hot dog in there or not,8513,can you tell what the ground is made of,1353,the flooring is brick
1340,9,261402,a hot dog bun with so many toppings you can't tell if there is a hot dog in there or not,37967,what color,14843,red
1340,10,261402,a hot dog bun with so many toppings you can't tell if there is a hot dog in there or not,25862,is there any grass or other wildlife,4886,0
1341,1,102060,the dog is laying belly up on the floor sleeping,17804,is this in color,4754,yes
1341,2,102060,the dog is laying belly up on the floor sleeping,38040,are there any people,15736,no
1341,3,102060,the dog is laying belly up on the floor sleeping,38957,any other pets,15736,no
1341,4,102060,the dog is laying belly up on the floor sleeping,22128,what color is the dog,9551,white with a pink belly
1341,5,102060,the dog is laying belly up on the floor sleeping,44960,what breed is the dog,7951,it is hard to tell because it is laying upside down
1341,6,102060,the dog is laying belly up on the floor sleeping,17794,is it very big,26587,slightly
1341,7,102060,the dog is laying belly up on the floor sleeping,44064,is there anything else in the photo,20027,looks like a wall
1341,8,102060,the dog is laying belly up on the floor sleeping,37544,what color is the bed,14891,there is a brown and light brown blanket on it
1341,9,102060,the dog is laying belly up on the floor sleeping,25124,what color is the wall,33403,white
1341,10,102060,the dog is laying belly up on the floor sleeping,15730,what color is the floor,28855,brown
1342,1,294991,a man is instructing children in the sport of tennis,41755,how many people are there,15427,7
1342,2,294991,a man is instructing children in the sport of tennis,27358,are there a lot of kids,33713,5
1342,3,294991,a man is instructing children in the sport of tennis,2809,are they on a court,4754,yes
1342,4,294991,a man is instructing children in the sport of tennis,14904,are both adults men,15736,no
1342,5,294991,a man is instructing children in the sport of tennis,9213,what is in the background,12221,trees
1342,6,294991,a man is instructing children in the sport of tennis,39385,is the sky visible,15736,no
1342,7,294991,a man is instructing children in the sport of tennis,16402,is there a ball visible,31188,yesa
1342,8,294991,a man is instructing children in the sport of tennis,38238,are there rackets,4754,yes
1342,9,294991,a man is instructing children in the sport of tennis,27816,what is the man wearing,21302,"orange and white shirt, white shorts"
1342,10,294991,a man is instructing children in the sport of tennis,3122,does it look sunny out,4754,yes
1343,1,197519,5 zebras near a fence in an area with large rocks,26658,are all the zebras adults,4754,yes
1343,2,197519,5 zebras near a fence in an area with large rocks,17309,do you think this is in a zoo,4754,yes
1343,3,197519,5 zebras near a fence in an area with large rocks,263,what kind of fence is it,15539,metal
1343,4,197519,5 zebras near a fence in an area with large rocks,24945,are there any people in the photo,15736,no
1343,5,197519,5 zebras near a fence in an area with large rocks,40354,how many large rocks do you see,14355,5-10
1343,6,197519,5 zebras near a fence in an area with large rocks,18373,is there any water in this photo,15736,no
1343,7,197519,5 zebras near a fence in an area with large rocks,26265,are there trees,15736,no
1343,8,197519,5 zebras near a fence in an area with large rocks,4495,are the giraffes facing the same direction,17769,the zebras are walking towards a feeding thing
1343,9,197519,5 zebras near a fence in an area with large rocks,29790,can you see the sky,15736,no
1343,10,197519,5 zebras near a fence in an area with large rocks,37373,can you tell what is in the feeding thing,5307,looks like grass
1344,1,167612,a few remote controls stacks on 1 another,20642,is this a black and white image,15736,no
1344,2,167612,a few remote controls stacks on 1 another,653,are they on a table,13960,it is very close up so it's hard to tell
1344,3,167612,a few remote controls stacks on 1 another,10130,how many remotes total,29169,3
1344,4,167612,a few remote controls stacks on 1 another,31625,are they all the same remote,15736,no
1344,5,167612,a few remote controls stacks on 1 another,5708,are they all black,15736,no
1344,6,167612,a few remote controls stacks on 1 another,36985,what colors are they,2824,2 are black and 1 is silver
1344,7,167612,a few remote controls stacks on 1 another,6872,are they the same size,15736,no
1344,8,167612,a few remote controls stacks on 1 another,10008,what are they setting on,17835,i can't see
1344,9,167612,a few remote controls stacks on 1 another,2792,how many are large,9137,2 of the 3
1344,10,167612,a few remote controls stacks on 1 another,26213,is there a tv in the image,15736,no
1345,1,275164,3 young men are smiling and looking at a scene to the left of the camera,18621,are they inside or outside,17929,inside
1345,2,275164,3 young men are smiling and looking at a scene to the left of the camera,7778,is this a house or a business,15150,i can't quite tell but it looks like a stage
1345,3,275164,3 young men are smiling and looking at a scene to the left of the camera,25464,are there any women,15736,no
1345,4,275164,3 young men are smiling and looking at a scene to the left of the camera,39377,are the men standing up,4754,yes
1345,5,275164,3 young men are smiling and looking at a scene to the left of the camera,24121,are the men wearing glasses,19228,1 of them
1345,6,275164,3 young men are smiling and looking at a scene to the left of the camera,27420,what color is their hair,10272,"ginger, and 2 dark browns"
1345,7,275164,3 young men are smiling and looking at a scene to the left of the camera,17116,is there a microphone,15736,no
1345,8,275164,3 young men are smiling and looking at a scene to the left of the camera,21164,do they have anything in their hands,18490,not that i can tell
1345,9,275164,3 young men are smiling and looking at a scene to the left of the camera,44990,are they dressed up,18384,"yes, in dress shirts and jeans"
1345,10,275164,3 young men are smiling and looking at a scene to the left of the camera,29239,what color shirts,5101,1 is striped purple and 1 is black the other 1 is wearing a vest with a dress shirt and tie
1346,1,48187,a boy performing a skateboarding trick in front of trees,20721,how old is the boy,22455,a teenager
1346,2,48187,a boy performing a skateboarding trick in front of trees,6117,what is he wearing,27372,pants and a tank top
1346,3,48187,a boy performing a skateboarding trick in front of trees,6982,is his board in the air,4754,yes
1346,4,48187,a boy performing a skateboarding trick in front of trees,9435,what color is his board,25824,multicolors
1346,5,48187,a boy performing a skateboarding trick in front of trees,5523,are there other people,15736,no
1346,6,48187,a boy performing a skateboarding trick in front of trees,998,are they watching him do the trick,5315,no 1 else in the photo i can see
1346,7,48187,a boy performing a skateboarding trick in front of trees,22049,is it day or night,22556,"hard to say, it's black & white except his board"
1346,8,48187,a boy performing a skateboarding trick in front of trees,37921,are the trees green,8537,can't tell
1346,9,48187,a boy performing a skateboarding trick in front of trees,1100,how many trees,15427,7
1346,10,48187,a boy performing a skateboarding trick in front of trees,35953,what kind of trees,18958,palm
1347,1,16781,2 women standing in front of a yoga store posing with a large golden scissor,44992,are the women young or older,26557,old
1347,2,16781,2 women standing in front of a yoga store posing with a large golden scissor,38117,are the women going to cut a ribbon,15736,no
1347,3,16781,2 women standing in front of a yoga store posing with a large golden scissor,42603,are the 2 women the only people in the photo,15736,no
1347,4,16781,2 women standing in front of a yoga store posing with a large golden scissor,28531,is there a crowd of people,15736,no
1347,5,16781,2 women standing in front of a yoga store posing with a large golden scissor,42850,are the women wearing glasses,15736,no
1347,6,16781,2 women standing in front of a yoga store posing with a large golden scissor,12401,are the women's hair up or down,4754,yes
1347,7,16781,2 women standing in front of a yoga store posing with a large golden scissor,13205,"you did not answer the question, is the hair up or down and are the women wearing dresses",4754,yes
1347,8,16781,2 women standing in front of a yoga store posing with a large golden scissor,31701,does the photo show the yoga stores name,29580,not clear
1347,9,16781,2 women standing in front of a yoga store posing with a large golden scissor,39566,do the dresses have any designs or are they solid colors,6660,no dresses
1347,10,16781,2 women standing in front of a yoga store posing with a large golden scissor,12329,does the photo look professionally taken,4754,yes
1348,1,328950,a man standing on a beach near water flying a kite,41195,what color is the kite,10995,green
1348,2,328950,a man standing on a beach near water flying a kite,21190,is the man young or old,24219,youngish
1348,3,328950,a man standing on a beach near water flying a kite,24953,is it sunny outside,7003,cloudy
1348,4,328950,a man standing on a beach near water flying a kite,3601,are there any people around,19588,another man in the distance
1348,5,328950,a man standing on a beach near water flying a kite,33898,do you see any birds,4886,0
1348,6,328950,a man standing on a beach near water flying a kite,5422,do you see any building,4886,0
1348,7,328950,a man standing on a beach near water flying a kite,12371,is the man wearing shorts,10067,nope
1348,8,328950,a man standing on a beach near water flying a kite,19841,is the man wearing sandals or sneakers,32132,not shown
1348,9,328950,a man standing on a beach near water flying a kite,2057,what color is the water,32132,not shown
1348,10,328950,a man standing on a beach near water flying a kite,35645,what color is he,33403,white
1349,1,17113,a single plane sits on the runway during the evening,17111,is there anyone on the plane,2240,can't see too dark
1349,2,17113,a single plane sits on the runway during the evening,24906,what color is the plane,33403,white
1349,3,17113,a single plane sits on the runway during the evening,11153,what's the weather,23829,"cloudy, but clear"
1349,4,17113,a single plane sits on the runway during the evening,26492,is the plane being loaded,31869,"yes, appear so"
1349,5,17113,a single plane sits on the runway during the evening,5264,is cargo being loaded or passengers,30123,passengers it appears to be
1349,6,17113,a single plane sits on the runway during the evening,26165,how many passengers,2240,can't see too dark
1349,7,17113,a single plane sits on the runway during the evening,16041,how late does it look,28614,sunset around 1700
1349,8,17113,a single plane sits on the runway during the evening,21575,are the runway lights on,15736,no
1349,9,17113,a single plane sits on the runway during the evening,5135,how bout the lights on the plane,15736,no
1349,10,17113,a single plane sits on the runway during the evening,784,how big's the plane,6877,passenger- mid size
1350,1,284427,man throwing frisbee on a bright sunny day while 2 others watch,38881,what color is the frisbee,8627,yellow
1350,2,284427,man throwing frisbee on a bright sunny day while 2 others watch,2137,is this at a beach,15736,no
1350,3,284427,man throwing frisbee on a bright sunny day while 2 others watch,13928,is the man throwing the frisbee to a dog,28252,i can't see who he is throwing it to
1350,4,284427,man throwing frisbee on a bright sunny day while 2 others watch,27816,what is the man wearing,2179,jeans and a white t shirt
1350,5,284427,man throwing frisbee on a bright sunny day while 2 others watch,11398,is this at a park,22676,"not sure, i see a sidewalk but it doesn’t really look like a park"
1350,6,284427,man throwing frisbee on a bright sunny day while 2 others watch,6379,is he wearing glasses and a hat,15736,no
1350,7,284427,man throwing frisbee on a bright sunny day while 2 others watch,39941,are the people smiling,31582,they are too far away
1350,8,284427,man throwing frisbee on a bright sunny day while 2 others watch,9787,are the people talking,24288,i can't tell
1350,9,284427,man throwing frisbee on a bright sunny day while 2 others watch,44465,do you see parked cars,15736,no
1350,10,284427,man throwing frisbee on a bright sunny day while 2 others watch,43529,are there any birds in the photo,15736,no
1351,1,90156,a white and sandy surfboard lying flat on the ocean's edge facing the breaking waves a surfer in a black wet suit stands next to the surfboard at the back,18671,is the surf male or female,18962,the person appears to be male
1351,2,90156,a white and sandy surfboard lying flat on the ocean's edge facing the breaking waves a surfer in a black wet suit stands next to the surfboard at the back,16107,are they wearing a black wetsuit,4754,yes
1351,3,90156,a white and sandy surfboard lying flat on the ocean's edge facing the breaking waves a surfer in a black wet suit stands next to the surfboard at the back,35117,what color is his hair,23018,"unknown, only his legs are shown"
1351,4,90156,a white and sandy surfboard lying flat on the ocean's edge facing the breaking waves a surfer in a black wet suit stands next to the surfboard at the back,7331,is a sunny day,4754,yes
1351,5,90156,a white and sandy surfboard lying flat on the ocean's edge facing the breaking waves a surfer in a black wet suit stands next to the surfboard at the back,21265,any writing on the surfboard,4754,yes
1351,6,90156,a white and sandy surfboard lying flat on the ocean's edge facing the breaking waves a surfer in a black wet suit stands next to the surfboard at the back,36023,are the surfboard fins visible,15736,no
1351,7,90156,a white and sandy surfboard lying flat on the ocean's edge facing the breaking waves a surfer in a black wet suit stands next to the surfboard at the back,33450,do you see flip flop shoes,15736,no
1351,8,90156,a white and sandy surfboard lying flat on the ocean's edge facing the breaking waves a surfer in a black wet suit stands next to the surfboard at the back,13493,are the waves large,15736,no
1351,9,90156,a white and sandy surfboard lying flat on the ocean's edge facing the breaking waves a surfer in a black wet suit stands next to the surfboard at the back,38401,can you see any boats,15736,no
1351,10,90156,a white and sandy surfboard lying flat on the ocean's edge facing the breaking waves a surfer in a black wet suit stands next to the surfboard at the back,35938,can you see any other surfers,15736,no
1352,1,374113,a woman is smiling next to a decorated microwave,12649,is there anyone in the room with the woman,15736,no
1352,2,374113,a woman is smiling next to a decorated microwave,10252,is she young,15736,no
1352,3,374113,a woman is smiling next to a decorated microwave,11100,what color is her hair,13846,black
1352,4,374113,a woman is smiling next to a decorated microwave,7851,is it a big microwave,4754,yes
1352,5,374113,a woman is smiling next to a decorated microwave,1870,is it sunny,15736,no
1352,6,374113,a woman is smiling next to a decorated microwave,3371,is there any other appliances in the room,15736,no
1352,7,374113,a woman is smiling next to a decorated microwave,21600,what is the woman wearing,9196,a shirt
1352,8,374113,a woman is smiling next to a decorated microwave,39720,is her hair long,15736,no
1352,9,374113,a woman is smiling next to a decorated microwave,13748,what color is the microwave,33403,white
1352,10,374113,a woman is smiling next to a decorated microwave,42936,is she wearing glasses,15736,no
1353,1,192015,a man eating a hot dog on a subway,9273,how many people can you see,9421,2
1353,2,192015,a man eating a hot dog on a subway,23984,can you see any animals,15736,no
1353,3,192015,a man eating a hot dog on a subway,33,is the scene inside or outside,26059,"inside, i think in a restaurant"
1353,4,192015,a man eating a hot dog on a subway,2924,is there any food shown,5786,"yes, a hot dog"
1353,5,192015,a man eating a hot dog on a subway,10777,is a man or a woman eating the hot dog,2839,a man
1353,6,192015,a man eating a hot dog on a subway,24312,is it day time or night time,2573,night
1353,7,192015,a man eating a hot dog on a subway,11776,can you see a train,32882,"no, the man may actually be in a subway and not a restaurant"
1353,8,192015,a man eating a hot dog on a subway,1206,is the man accompanied by anyone,13477,"no, but there is another man in the background"
1353,9,192015,a man eating a hot dog on a subway,21446,is the man sitting at a table,15736,no
1353,10,192015,a man eating a hot dog on a subway,3047,does the man have any luggage with him,20812,not that i can see
1354,1,12310,a couple playing a tennis match on a nice day,21779,are they young,34617,"no, not really maybe thirties or forties"
1354,2,12310,a couple playing a tennis match on a nice day,13702,is it a sunny day,14851,"i don’t see the sun, but looks like it"
1354,3,12310,a couple playing a tennis match on a nice day,25834,are they both men or women,16042,man and woman
1354,4,12310,a couple playing a tennis match on a nice day,21600,what is the woman wearing,4361,"a white light jacket, white t shirt underneath that, shorts"
1354,5,12310,a couple playing a tennis match on a nice day,28999,does she look tired,4754,yes
1354,6,12310,a couple playing a tennis match on a nice day,17128,does the man look happy,11429,"can't tell, his back is facing me"
1354,7,12310,a couple playing a tennis match on a nice day,35559,how many tennis balls do you see,18614,6
1354,8,12310,a couple playing a tennis match on a nice day,2229,what color is the court,10995,green
1354,9,12310,a couple playing a tennis match on a nice day,6117,what is he wearing,19464,white t shirt or polo shirt and black shorts
1354,10,12310,a couple playing a tennis match on a nice day,30214,are there any other people watching them,679,"yes, just noticed in background 1"
1355,1,547134,a young boy sitting in a car with a grey umbrella opened up,24668,how young is the boy,1307,maybe 8
1355,2,547134,a young boy sitting in a car with a grey umbrella opened up,41899,what color is the car,11661,only see part of the inside
1355,3,547134,a young boy sitting in a car with a grey umbrella opened up,22791,is it raining,34457,not anymore
1355,4,547134,a young boy sitting in a car with a grey umbrella opened up,6057,what color is the interior of the car,13846,black
1355,5,547134,a young boy sitting in a car with a grey umbrella opened up,44955,can you see anyone else,15736,no
1355,6,547134,a young boy sitting in a car with a grey umbrella opened up,7756,does he have other toys,15736,no
1355,7,547134,a young boy sitting in a car with a grey umbrella opened up,12354,is it daytime,4754,yes
1355,8,547134,a young boy sitting in a car with a grey umbrella opened up,11514,are there any pets in the car,15736,no
1355,9,547134,a young boy sitting in a car with a grey umbrella opened up,1006,is it cloudy out,22693,pretty sunny actually
1355,10,547134,a young boy sitting in a car with a grey umbrella opened up,6260,is the boy happy,4754,yes
1356,1,182767,a seaplane floats on a water surface near an industrial area,29441,is there people,15736,no
1356,2,182767,a seaplane floats on a water surface near an industrial area,8546,are there any birds,7782,0 seen
1356,3,182767,a seaplane floats on a water surface near an industrial area,23910,is this a lake,4754,yes
1356,4,182767,a seaplane floats on a water surface near an industrial area,18462,are there buildings,4754,yes
1356,5,182767,a seaplane floats on a water surface near an industrial area,17804,is this in color,4754,yes
1356,6,182767,a seaplane floats on a water surface near an industrial area,24906,what color is the plane,13515,yellow and white
1356,7,182767,a seaplane floats on a water surface near an industrial area,26357,is the weather nice,4754,yes
1356,8,182767,a seaplane floats on a water surface near an industrial area,41578,can you see any clouds,15736,no
1356,9,182767,a seaplane floats on a water surface near an industrial area,35760,is the plane on,34319,"appears to be, it is gliding on top of the water"
1356,10,182767,a seaplane floats on a water surface near an industrial area,18643,any boats,15736,no
1357,1,576287,the contents of a bag are displayed on a tabletop,13964,what color is the bag,13846,black
1357,2,576287,the contents of a bag are displayed on a tabletop,28753,is it a wood table,25713,it appears to be a wood floor
1357,3,576287,the contents of a bag are displayed on a tabletop,33234,is the bag empty now,8537,can't tell
1357,4,576287,the contents of a bag are displayed on a tabletop,19744,what are the items from the ba,28295,"ipod, journal, toothpaste, watch, id, mouthwash, 2 cell phones, water bottle, and some kind of book"
1357,5,576287,the contents of a bag are displayed on a tabletop,9527,are there any chairs around,15736,no
1357,6,576287,the contents of a bag are displayed on a tabletop,3601,are there any people around,15736,no
1357,7,576287,the contents of a bag are displayed on a tabletop,14418,is this indoors,28231,i think so
1357,8,576287,the contents of a bag are displayed on a tabletop,23652,is it bright,15180,not really
1357,9,576287,the contents of a bag are displayed on a tabletop,12852,is there anything else on the tabletop,15736,no
1357,10,576287,the contents of a bag are displayed on a tabletop,30239,are there any windows,15736,no
1358,1,287071,a person in a red helmet and uniform is riding a motorcycle,31147,what kind of uniform is it,9342,ducati uniform
1358,2,287071,a person in a red helmet and uniform is riding a motorcycle,34169,is it day,4754,yes
1358,3,287071,a person in a red helmet and uniform is riding a motorcycle,28538,is the person male or female,19550,cannot tell
1358,4,287071,a person in a red helmet and uniform is riding a motorcycle,18783,what color is the bike,18765,"gold, green, white"
1358,5,287071,a person in a red helmet and uniform is riding a motorcycle,36004,are there any other people,15736,no
1358,6,287071,a person in a red helmet and uniform is riding a motorcycle,16383,are they on a highway or a city street,19550,cannot tell
1358,7,287071,a person in a red helmet and uniform is riding a motorcycle,10961,are there any designs on the helmet,15736,no
1358,8,287071,a person in a red helmet and uniform is riding a motorcycle,11405,are there any words on his uniform,4754,yes
1358,9,287071,a person in a red helmet and uniform is riding a motorcycle,14500,what kind of shoes is the rider wearing,21217,boots
